title,company,url,text
UX/UI Practice Lead,GS1 Canada,https://ca.indeed.com/rc/clk?jk=bcc1476fac415606&fccid=0d24f3d7d05a03be&vjs=3,"Set the GS1 Canada vision, strategy and standards for UX/UI at the organization level    Serve as the organizational visionary on UX/UI best practices and determines how best to leverage across the organization    Advocate for user-centered thinking across GS1 Canada, driving organization-wide understanding of, and alignment to, UX/UI    Develop an understanding of the business and its stakeholders to inform optimal UX/UI approaches   Leverage leading UX/UI practices to propose a sustainable framework for the delivery of UX/UI work within the organization   Bring best practices for user research into the UX/UI domain of the organization    Ensure consistency in application of UX/UI across projects/solutions/initiatives    Build UX/UI capability within the organization (via selection, development, coaching, training, etc.)   Provide leadership/coaching to UX/UI designers   May also execute as a UX/UI designer as required   Advanced knowledge of UX/UI principles and methodologies    Experience working with and influencing stakeholders at all levels across the organization   Collaborative mindset that works effectively as part of a multidisciplinary agile team   Bachelor’s degree in computer science, software engineering or equivalent work experience   Ability to work at pace, crafting views of varying levels of fidelity to enable team agility   5+ years of experience in UX/UI design   Experience interacting with User Groups/Advisory Boards   Strong understanding of Agile methodology/SDLC   Ability to create wireframes as well as visual design comps   Proficient with user interface design patterns and standard UCD methodologies   Strong knowledge of design tools (e.g. Balsamiq, Photoshop, XD, Sketch), frameworks (Bootstrap, material design, and iOS/other design standards), JavaScript/iOS/Android, HTML, CSS   Understanding of common software development practices   Strong technical, analytical and problem-solving skills   Excellent written and verbal communication skills"
"Senior Product Designer, UI/UX",Namaste Technologies,https://ca.indeed.com/rc/clk?jk=e7739594f6799f28&fccid=e60b5217508598fc&vjs=3," Track record of creating meaningful digital experiences for top brands, in-house or agency, ideally with an eCommerce focus.    Understanding of platforms and devices and how they relate to design, a good understanding of front-end coding standards and limitations, coding knowledge a plus.    Experience working with Design Systems and modern UI design tools (Sketch/Libraries, Abstract, InVision, Zeplin etc.).    A deep understanding of the end to end iterative UX process (personas, scenarios, wireframing, and high fidelity visuals).    A passion for solving design problems while – owning all facets of design (strategy, art direction, interaction design and research).    Exceptional UI abilities, a keen eye for good design shown and an extensive portfolio of live projects."
UX/UI Designer,123Loadboard,https://ca.indeed.com/rc/clk?jk=6e4522d4189cacb0&fccid=c198aef49e32d3e0&vjs=3," Delivering UX flows, wireframes, mockups, interactive prototypes, design specifications, final assets    Personas and use case development    Cross-platform responsive web applications for mobile, tablet and desktop    Modular designs for scalability    Minimum 3 years of proven experience working in a UI/UX role, as evidenced by a strong portfolio    Demonstrated proficiency in Axure and Adobe XD is a must    Experience practicing UX in an Agile environment    Strong conceptualization ability: sketching, drawing, or rapid design ideation    Strong foundation in the fundamentals of visual communication    Ability to present your designs and sell your solutions to various stakeholders    Up-to-date with the latest UI and UX trends, techniques, and technologies    Bachelor's degree or equivalent experience    You easily communicate and envision visual design concepts to team members, and stakeholders.    Careful attention to detail"
"Senior Designer, UX/UI",Rogers Communications,https://ca.indeed.com/rc/clk?jk=82253677c6b68c0f&fccid=b5583ca8df6a68c3&vjs=3,"User-centric design   Visual design   Collaboration with cross-functional teams   Engaging in user research and testing   Conceptualizing and executing creative solutions   Participating in design thinking and co-creation of the design system   Creation of low/high fidelity assets such as flows, wireframes, prototypes, and mock-ups   Communicating the rationale behind design strategies, decisions, and ideas   Designing user interface (UI) elements that provide an interactive, informative and engaging experience   Working closely with the user experience team to create online prototypes for usability testing   Work and collaborate with cross-functional teams in the development of projects, creation/refinement of presentation materials   Accountable for all elements of asset delivery to development teams   Assisting with maintaining design style guides for desktop and mobile experiences   Speaking to and presenting on the functionality and components of interactive features with cross-functional teams including the development team and stakeholders   Provide support to Senior Visual Designers as needed   Mentoring more junior designers on the team   At least 3 to 5 years of design experience with digital platforms   At least 1 to 2 years of design experience on large-scale systems or business-oriented platforms   Strong artistic sense and proven design leadership   In-depth knowledge and expertise with Sketch app and Adobe Creative Suite, prototyping tools such as Axure, and Invision   Desktop and mobile UI design experience including responsive design experience   A team player; Proven ability to work with teams and stakeholders   Critical thinker with the ability to solve problems in creative approaches   Ability to work independently and seek stakeholder engagement proactively."
Lead UI / UX Designer,reebee,https://ca.indeed.com/rc/clk?jk=1305f1524c0ebb04&fccid=3082fd1b15fe88ee&vjs=3," Connect the reebee brand to people through excellence in UI, marketing materials, and user experience    Using data and user research, analyze and design interactions to support key growth metrics    Partner with engineers, content strategists, and marketers to oversee the user experience from conception to launch    Lead internal and external activities with partners, from early design exploration, to prototyping, to product launch    Execute in a fast-paced and highly fluid environment    5+ years experience in UI and UX design    Degree / Diploma in Design, Graphic Design, User Experience Design, related field, or equivalent work experience    Experience designing data-rich interfaces alongside an engineering department    Experience with Photoshop, Illustrator, and Sketch    Experience with standard design processes, and wireframing tools    Knowledge of current and upcoming interaction design and UX trends    Sketching, visualizing, and prototyping skills    Please include portfolio with application"
Senior UX/UI Designer,Myant,https://ca.indeed.com/rc/clk?jk=3acf48d0c4dec80c&fccid=5d784228b1eee537&vjs=3,"Creating storyboards, flows, wireframes, visual design, specs, and paper/digital prototypes   Crafting visual designs that speak to our brand while resonating with our customers   Designing and documenting new experiences with an eye to overall user experience, flow, visual design, and execution   Planning and carrying out user testing and synthesizing results to inform designs   Presenting design concepts to the team, then discussing and integrating feedback   Oversee and conduct user research, customer discovery, market research, trends, and collect feedback from users   Collaborate with Engineering, Data Science, Fashion Design and Marketing departments   University degree in visual design, interaction design, or a related field   5+ years of experience working in visual and interaction design   Excellent leadership skills with prior experience managing a team of designers   Experience in design (proportions, colour, form, ergonomics, typography, presentation) and a sense of design & visual culture (graphics, functionality, fashion, cultural & technological trends, history)   Excellent in visualizing concepts using industry standard 2D and 3D tools such as Photoshop/Illustrator, Rhino, Solidworks, Creo, Alias and Keyshot   You're able to synthesize business and user requirements and construct thorough Information Architecture (IA) artifacts that guide the team.   You have a deep understanding of interface design   Comfortable communicating with all levels of the organization and strong sense of collaboration   Ability to multi-task and successfully meet all high-pressure timelines   Experience collaborating with diverse teams from different disciplines   Experience working in a fast paced, agile, start-up environment   Prior experience creating and/or working with vector illustration   Knowledge of HTML and CSS"
Senior Product UI/UX Designer,Dealer-FX,https://ca.indeed.com/rc/clk?jk=57f0ede02418e117&fccid=cca568c5153b2eba&vjs=3," Contributing to the UX design strategy and execution of site, product and app design that drive increased engagement, usability and conversions.    Collaborating with business partners, stakeholders and internal teams to help turn business requirements, user research and creative strategy into engaging experiences.    Building user testing scenarios and write usability testing scripts    Crafting, reviewing and looking at the holistic E2E experience    Creating and effectively presenting UX artifacts (flows, sketches, wireframes, journey maps, prototypes, etc.) to stakeholders and teams.    Leading the ideation and experience design of complex applications for web and mobile.    Owning the creation of consistent experiences across products and platforms through user-centered design processes, including competitor analysis, heuristic evaluations, personas, sitemaps, process flows, wireframes, mock-ups and interactive prototypes.    Presenting and review designs with developers, product managers, and key stakeholders.    Advocating for good user experience and design practices within the organization.   5+ years of professional experience in a UX/UI or Interaction Design role for Enterprise SaaS applications    An online portfolio that demonstrates your design talent including conceptual models, navigation and user flows, information design, and mock-ups    Strong knowledge and understanding of user-centered design product development    Excellent communicator with the ability to break down complex processes, problems and issues into simple effective solutions.    Demonstrated proficiency with wireframing and prototyping tools, such as Axure, Sketch, Illustrator, Photoshop, Balsamiq, etc.    Experience using user-research methods, analytics, and other insights to guide product direction"
Product Designer - Toronto,Perpetua Labs,https://ca.indeed.com/rc/clk?jk=7e5e04cf11f6cf54&fccid=b7254da6203c84b3&vjs=3," Take full ownership over designing the Perpetua's web and native mobile apps    Completely rethink how complex cross-channel advertising campaigns are monitored and managed    Work with the Product Manager to turn broad conceptual ideas into practical, elegant solutions    Produce wireframes, prototypes and high fidelity designs using tools such as Sketch, Zeplin and Principle    Diploma or degree in digital design, interaction design or communications    2+ years of UX/UI design on a software product team    Experience with end-to-end (UI + UX) product design    Experience designing native mobile applications    Advanced proficiency in design tools such as Sketch, Photoshop or Ilustrator    Advanced proficiency in animation and prototyping tools such as Principle or InVision    Strong communication skills    Ability to think on your feet and adapt to changing/open-ended requirements    Demonstrated strategic product thinking and vision    Previous experience with a fast scaling start-up    Experience with B2B or business insights and analytics    Relevant personal projects and open source work    Experience in the marketing or advertising space    Experience in web development (React, Javascript, HTML/CSS)    Impactful work that will help lay the foundation for future projects    Ground floor opportunity    Significant equity    Paid-for meals    Company backed by many of best vc in world    Full benefits plus a health spending account    Top of the line technology to help you build your own workspace    Flexible time off policy"
Learn More About Our Digital Design Team!,Scotiabank,https://ca.indeed.com/rc/clk?jk=77d17c0543ddaa6d&fccid=3002307a9e5b4706&vjs=3," We have an inclusive and collaborative working environment that encourages creativity, curiosity, and celebrates success!    We provide you with the tools and technology needed to create beautiful customer experiences    You'll get to work with and learn from diverse industry leaders, who have hailed from top technology companies around the world    Dress codes don't apply here, being comfortable does!    Free shuttle service to and from Union Station, which means more money in your pocket    Onsite subsidized cafeteria with a chef, so you can snack all day, every day    Onsite fitness center, so you can feel your best    Access to thousands of online and in-person courses so you can brush up on skills, or learn new ones    Clear career mapping and progression. We hire you for your talent and not just for the job. We want to see you succeed not just in your role but in your career as a whole    A competitive rewards package that includes a base salary, a performance bonus, company matching programs on pension and profit sharing, paid vacation, personal & sick days, medical, vision and dental benefits that start from day one and much more!"
Senior Product Designer (UX/UI),Xello,https://ca.indeed.com/rc/clk?jk=ceddfb2aec6bbbf0&fccid=4f301e78dc5e43d9&vjs=3," Create rapid iterations of high- and low-fidelity prototypes in collaboration with other designers and colleagues    Synthesize user and business requirements into compelling product experiences    Work with cross-functional teams to continuously update and improve designs based on research insights and feedback    Provide ongoing design input and review to engineering teams throughout the software development lifecycle    5+ years of experience with marketing and design teams, ideally within a tech company, in-house creative department, or design firm    Strong visual design abilities with a solid portfolio of web and mobile product design that has been built and shipped to users    Proficiency using various industry-standard tools (Sketch, Photoshop, InVision, etc.)    Excellent written and verbal communication skills    four weeks vacation    employer-paid health and dental benefits    monthly social activities    opportunity to work with leading edge technologies    flexible work arrangements    a commitment to continuous learning and growth opportunities - we invest heavily in our people through internal/external training and mentoring."
Product Designer,theScore Inc.,https://ca.indeed.com/rc/clk?jk=09cc786e6003d2a7&fccid=61886c0c5a7451c8&vjs=3,"Work closely with product owners, developers and other product designers.   Take broad, conceptual ideas and turn them into something valuable for our users.   Work with low fidelity designs & wireframes to produce flows that get the experience right.   Create interaction prototypes to test out complex ideas and produce high fidelity designs.   Focus on the user and solving problems from their POV.   Other duties as required.   Bachelor’s degree, or equivalent knowledge and/or experience.   3+ years of experience in UI design on web and iOS/Android.   Experience with industry standard design tools (Ex. Sketch, Illustrator, Photoshop).   A portfolio that highlights examples of the design process from research and ideation to evaluation.   Excellent problem solver and familiarity with technical constraints of various mediums (mobile/desktop web, iOS, Android).   Experience producing multiple visual directions and concepts.   UX research and user testing experience   Nice to have : Front-end development (HTML, CSS, JavaScript)   Competitive salary with Employee Share Purchase Plan.   Comprehensive Benefits package.   Fun, relaxed work environment.   Education and conference reimbursements.   Located downtown Toronto; easily accessible by public transit.   A/V club, Friday presentations, book library, and more.   Snacks and drinks provided.   Awesome patio with BBQ.   Games room (bring your A game for our FIFA 19, ping pong and foosball tournaments!)"
Director of Product,Nobul Corporation,https://ca.indeed.com/rc/clk?jk=9a209399f728615b&fccid=72404c1991baa1e7&vjs=3," Owning milestones around product usage and conversion rates    Collaboratively working with customer insights and research data to continuously refine our market landscape, define our segments, personas and strategy    Owning the long (6-24 month) and mid-term (2-6 month) product roadmaps    Proposing and prioritizing new and revised features and services    Generating and documenting product requirements and specifications through development, staging and production    Taking responsibility for delivery of quality, timelines and budgets    Working side-by-side with developers to ensure that implementation is aligned with strategy and consistent with customer expectations, best practices, etc.    Balancing difficult decisions and trade-offs surrounding new features, bug fixes, etc.    Tracking product usage, analyzing the results and drawing insights that can be incorporated into future iterations and designs    Staying on top of consumers, market trends and competitors    Acting on feedback from sales and service teams to ensure continuous improvement    Coaching, mentoring and providing guidance to Product Managers and Designers    Self-starter with exceptional work ethic and strong attention to detail    A results-oriented team leader    Deep passion for customers, services and design    The ability to juggle multiple projects simultaneously and effectively    Exceptional communicator who can motivate teams to bring a vision into reality    An effective listener    Bachelor’s degree or equivalent in business, engineering or industrial design    Min. 5 - 10 years of experience working in product management and CX experience    Experience with both B2C and B2B marketplaces preferred    High proficiency with agile and innovation methods    The ability to use analytic and design tools would be highly-valued    Comfort and experience understanding data and software    Must be capable of leading, developing strategy and executing"
"Senior UX Designer, Digital Factory",Scotiabank,https://ca.indeed.com/rc/clk?jk=e7ae52d428f2fdcd&fccid=3002307a9e5b4706&vjs=3," You will greatly influence the design decisions for digital experiences that touch millions of users every day.    The ability to understand our users’ motivations and needs, leveraging rigorous design research and usability principles as well as your intuitive design sense.    Meticulously consider user interactions and journeys and act as an advocate for the constant improvement of both.    You will produce compelling designs to illustrate concepts iteratively and to be able to provide detailed specifications for software developers.    You will drive customer testing and incorporate customer research and insights.    Demonstrate leadership by acting as design owner within your scrum through the conception, build and release of software features.    You will synthesize research outcomes into viable product experiences.    You will exercise a high level of technical acuity with a thorough understanding of front-end technologies and will factor it into your work limitations and constraints knowing when to push boundaries.    Advocate for accessible design principles and implementation.    You will provide feedback and coaching to other Designers at different levels of experience.    You will perform in an open environment, striving to be persuasive and engaging while being self-driven    A minimum of 5 years of experience designing responsive web and/or native mobile software applications.    Masters or Bachelor Degree in Human Factors, HCI, Design or related fields (or equivalent work experience).    Ability to communicate using rapid visual design techniques.    A demonstrable portfolio of work (professional and personal) which showcases the projects you have worked on and includes examples of your story-telling skills, from low-fidelity sketches through to detailed designs.    A demonstrable history of applying design thinking tenants and user centered design principles to challenges at work or in everyday life.    Mastery of Sketch and/or Adobe Creative Suite, along with proficiency in prototyping software (Invision, Axure, Proto.io, etc.)    A positive and resilient personality. You must be able to embrace feedback and have a desire for continuous iteration and improvement.    Comfortable working in a self-guided manner.    Ability to plot and map a user journey from product discovery through enrollment, down multiple engagement routes and through to journey completion.    Comfortable working within tight timeframes and with working creatively within specific constraints.    Ability to work within a brand and style toolkit with a desire to push existing standards to the next level.    A fast learner who has an appetite to learn what’s behind both simple and complex financial solutions.    Experience coding in HTML, CSS and/or JavaScript.    Strong visual design abilities    Experience with the creation of ecommerce experiences    Ability to build and execute design research methodologies or user testing protocols in a rapid development environment.    Demonstrated interest in tangential fields like typography, design research, big data, fine art, music, writing and communications, etc.    Background in Fintech or other financial related product fields.    We have an inclusive and collaborative working environment that encourages creativity, curiosity, and celebrates success!    We provide you with the tools and technology needed to create beautiful customer experiences    You'll get to work with and learn from diverse industry leaders, who have hailed from top technology companies around the world    Dress codes don't apply here, being comfortable does    Free shuttle service to and from Union station, which means more money in your pocket    Onsite subsidized cafeteria with a chef, so you can snack all day, every day    Onsite fitness center, so you can feel your best    This isn't your typical ""corporate"" job. We work hard and we have fun!    Access to thousands of online and in person courses so you can brush up on skills, or learn new ones    Career progression opportunities. We hire you for your talent and not just for the job. We want to see you succeed not just in your role but in your career as a whole    A competitive rewards package that includes a base salary, a performance bonus, company matching programs on pension and profit sharing, paid vacation, personal & sick days, medical, vision and dental benefits that start from day one and much more!    We offer a competitive total rewards package that includes a base salary, a performance bonus, company matching programs (on pension & profit sharing), 4 weeks of vacation, personal & sick days, personal development funding, maternity leave top-up, parental leave and much more."
Senior Product UI/UX Designer,medchart,https://ca.indeed.com/rc/clk?jk=5b76bf94a95e97c0&fccid=d3d5586ec810e55a&vjs=3,"Product Research: Work with our customer success and business teams to gather user data, squash assumptions, and make information-driven decisions.   Create personas and scenarios: You bring a strong understanding of industry UX standards and user behaviours. Work with Customer Success and users to put context to your knowledge.   Information Architecture: Improve the structure and flow of our platforms.   Wireframes: Iterate through low-fidelity designs with Customer Success, Business, and Development teams.   Prototyping & Testing: Create high fidelity designs and test with beta users.   Group medical benefits, plus Health and Lifestyle Spending Accounts through League   Eligibility for Employee Stock Option Plan after 1 year of work   Agile project-oriented work environment   Frequent team lunches and events   Amazing office located in the heart of Downtown Toronto Fashion District   A positive, diverse and growth-oriented team environment   Active in the local tech and startup community with optional after-hours events and meetups"
Digital Designer (3-month contract),St. Joseph Communications,https://ca.indeed.com/rc/clk?jk=a93154936220f784&fccid=7ca12b1e4a0bacf4&vjs=3,"1-3 years of experience   A Bachelor’s degree, post-graduate program or College Diploma in design   Proficiency in Adobe Illustrator, InDesign, Photoshop   High proficiency in Sketch   Passion for problem solving   Demonstrates strong strategic and creative thinking   Strong typography skills   Understanding of good UX/UI, in particular for websites   Good time management and the ability to handle multiple tasks at a given time   Excellent presentation and communication skills   Works well independently and collaboratively   Experience in print, specifically magazine or book design   Understanding of CSS and HTML   Experience designing digital ads   Experience in branding   Developing interactive prototypes   Experience with Invision"
Senior Designer,August,https://ca.indeed.com/company/August/jobs/Senior-Designer-94504cef7db4e007?fccid=33ca24e9d7f64584&vjs=3,"Keep up-to-date on web developments and trends   Translate product requirements into innovative, viable and visually appealing concept design.   Providing visual creative and conceptual direction for internal and external audiences. This will focus on web website design, mobile application design, UX/UI and digital media. (graphic design for print is not required)   Work closely with technology and product management teams throughout the development cycle, creating new concepts and iterating quickly on designs   Proactively identify and anticipate customer expectations and needs and provide design to address those expectations and needs   Review completed products and sign off during QA to ensure final delivery is in-line with design expectations   Juggle between multiple design projects at the same time   Promote design guidelines, UI best practices and standards throughout our website and products   Communicate design rationale, user experience issues and user-centric design methodology   Ability to develop brand ID for new projects and rebrand existing ones   Previous experience (at least 3 years) in web development or other related fields   Strong problem solving and critical thinking skills   Strong attention to detail   Ability to develop brand ID for new projects and rebrand existing ones   Proficient with industry-standard design tools (Sketch, InVision, Photoshop, InDesign, etc)   Prior experience (at least 3 years) in building and shipping applications or software   In-depth knowledge on user-centric design principles and best practices, including design thinking   Strong sense of visual design, including typography, colour theory, design libraries and grid systems   Attention to details and ability to produce high quality visual and interaction design   A portfolio with work samples   Collaborative, team player with strong communication and presentation skills   Familiar and capable of developing via HTML,CSS, JavaScript will be a plus   Fun and enjoyable to work with. Able to cope well in a fast-paced environment and ensure that all deadlines are respected.   InVision: 2 years (Required)   CSS: 3 years (Preferred)   Javascript: 3 years (Preferred)   Sketch: 3 years (Required)   Photoshop: 3 years (Required)   HTML: 3 years (Preferred)"
Product Designer,Nulogy,https://ca.indeed.com/rc/clk?jk=de0d3c89761242cc&fccid=75627424ece9df3f&vjs=3,"Design product solutions that are functional, usable, elegant, and solve real problems   Identify, analyze, and communicate user and business requirements   Work closely with customers, subject matter experts, other designers, and software/quality engineers to ship exceptional products   Create and communicate with design documentation such as success criteria, workflows, domain models, story maps, sketches and wireframes   Create designs optimized for a wide variety of work environments (from office to factory floor)   Talk to users to understand how they work and their pain points   Develop and maintain a deep understanding of Nulogy's business objectives, products, and customers   Lead project scheduling and work estimation meetings   Prioritize and manage your work effectively   University degree in design, human factors, or other relevant subject an asset but not required   UX design portfolio that shows off your UX and interaction design work   Think conceptually and creatively to generate new ideas, concepts, and solutions   Strong command of user experience design fundamentals (e.g. information architecture, interaction design, user flows, etc.)   Ability to thrive in a highly iterative process that involves listening, adapting, moving fast, talking to users, and constantly collaborating   Able to develop and sustain relationships across teams and functions   Strong aptitude for giving and receiving feedback   Exceptional verbal and written communication skills   Capable negotiator and public speaker   2-5 years of experience in UX, interaction, or product design   Experience working in a technology company environment, preferably software   Have a proven track record for solving complex problems   Experience working with SaaS web applications   UX writing or technical writing experience   Personal creative or tech projects"
UI/UX Designer,Hatch,https://ca.indeed.com/rc/clk?jk=29aef6b307a52404&fccid=0ac3b933f5c5f8e3&vjs=3," Assessing complex data from multiple sources, such as Data Science optimization inputs & outputs, business requirements, technical constraints, and analytics and translating it into efficient user scenarios, taxonomies, navigation systems, design patterns, and visually appealing & clear data visualizations.    Participating in and leading UX activities such as user/design research, interviews and workshops. Clearly and quickly delivering ideas to cross-functional teams.    Creating and effectively presenting UX artifacts (flows, sketches, wireframes, journey maps, low and mid-fidelity renderings, clickable prototypes, storyboards, etc.) to stakeholders, clients, and teams.    Testing and validating deliverables with users through usability testing and participating in design reviews.    Working closely with the development team to build & productionize SaaS applications for market while maintaining UX best practices.    Working in an Agile team and completing committed backlog items within the agreed upon timeframe.    Staying current on emerging trends in user-centered methodologies, accessibility, UI design patterns, usability principles, and web technologies.   Strong conceptual/creative thinking and design execution abilities in both visual and interactive design.    Strong organizational, interpersonal and communication skills, with a passion towards the digital space.    Ability to draw insights from complex data, in areas such as data science algorithms and analytics, and turn those insights into tangible and visually appealing design solutions that provide user value.    Receive high level direction and produce detailed UX artifacts to communicate design intent and action upon client and user feedback.    Lead exploratory design sessions, visualization workshops and other collaborative working sessions with team members, clients, and stakeholders.    Good proficiency in the use of industry software such as Sketch, InVision, Axure, Adobe CC, Adobe XD, Flinto, Visio, PowerPoint or other visual design and wireframing tools.    Proficiency in HTML, CSS, and JavaScript for rapid prototyping.    A thorough, detail-oriented, and highly organized approach, plus ability to multi-task and meet tight deadlines.   Bachelor's degree preferred, in multidisciplinary backgrounds such as psychology, computer science, information sciences, human/computer interface design, or graphic design.    At least 3 years' experience in the role of UI/UX Designer, Information Architect, or Product Designer.    Portfolio of work demonstrating user-centered design skills, visualizations of complex experiences, clickable prototypes, UI/UX process, creative thinking, problem solving, process, and quality.    Familiarity with industrial planning/scheduling analytics or product/process optimization is a nice to have.    Experience with Agile/Scrum Software Development methodology and working within an agile team preferred.    Enthusiastic about modern design practices and methodologies, and working in an agile environment.    Understands what user experiences work best for both web & mobile applications.    Solid understanding of accessibility best practices, and an ability to create accessible products.    Willing to work outside of normal business hours as part of a global team and to travel as required.    Brings a positive attitude, team-oriented approach, and openness to learning and feedback."
Product Designer (Senior),Points International,https://ca.indeed.com/rc/clk?jk=93a367f0574d1f4e&fccid=5c98f9ffc20e640f&vjs=3," Design and facilitate cross-disciplinary ideation and partner co-creation design sprints and workshops    Collaborating with cross-functional teams that might include designers, product managers, engineers, optimizations, onboarding, data science, marketing and commercial    Developing common standards across the design discipline    Strategizing on the overall product vision, strategy and roadmaps    Develop CX and UX best practices    Support the strategic design of CX and UX solutions throughout the entire lifecycle of our products    Analysis of data (quantitative and qualitative) and provide insights into opportunities and experiences    Mentorship on design thinking concepts to foster a culture of creativity    Designing wireframes, pattern libraries and UIs for a wide array of products    Testing prototypes to collect and incorporate design feedback    Educating the importance of design and creativity to all employees and partners    Can work autonomously, multitask and is deadline driven   5+ years’ experience in a Product Design role    Excellent communication, presentation and interpersonal skills    Experience with interaction design, user testing, visual design and flow analysis    Keen eye for details to ensure the highest quality finished product    Experience working with complex workflows and working collaboratively with cross functional teams in an Agile environment    Experience working with design systems and atomic design    Ability to explain design choices clearly and persuasively    Staying up to date on emerging trends, best practices, accessibility, UI design patterns, usability principles and web technologies    Understanding of Buyer Personas    An outstanding portfolio, showcasing a foundation in typography, interaction and visual design, and ideation    Proficiency across Sketch, Photoshop & Illustrator and Invision    Fluency in web technologies such as object-oriented HTML, CSS and JavaScript and pre-processing frameworks such as Less or CoffeesScript    Experience working with and adhering to brand guidelines    Understanding of designing intuitive user interfaces across multiple devices and screens    Best Workplaces (Medium) in Canada    Best Workplaces for Women. We were also named one of    Canada’s Top Small and Medium Employers    Greater Toronto’s Top Employers    Central downtown location in the Financial District    Connected to the PATH network of shops/restaurants    We want to celebrate with you: all employees get an extra day off for their Birthdays!    Flexible work hours and casual dress every day    Marvelous Snack Cart Fridays: free refreshments and snacks!    Free coffee, tea, juice, pop, and snacks    Monthly subsidized lunch program    Secure bike storage with showers and towel service    Company-sponsored activities: bowling, movies, sports, paintball, and more!"
"UI, UX designer / Front end HTML5, CSS programmer",neel tech,https://ca.indeed.com/rc/clk?jk=05fea8fc960dff1b&fccid=57728fefc0d3e8f3&vjs=3," Solid understanding of wire-frames, storyboards, user flows, process flows & site maps    Portfolio demonstrating passion in modern interface design    Must be outstanding in using Photoshop   Ability to deliver Pixel Perfect Design   Strong understanding of iOS and Android UI elements and App design guidelines   CSS/HTML knowledge and hands on experience   Experience with 3D design is a plus .   Develop UI for websites and web applications with cross browser compatibility and for mobile devices using responsive layout techniques .   Develop responsive web designs using the Bootstrap framework. Develop web sites in JavaScript/ HTML 5/ JQuery/ XML/ CSS 3.0 .   Independent worker and strong thinker, visualizer."
"Interactive Designer, Dashboard & Illustration",Fintros,https://ca.indeed.com/rc/clk?jk=590cf6b028548416&fccid=be2f3ec4fb24bb52&vjs=3,"Engage with customers for feedback on UX/UI improvements    Brainstorm, design and manage webapp frames, color palettes, typography and overall company branding    Superstar in either Sketch or Abode Suite Products (Photoshop, Illustrator and/or After Effects)    You are a user-centric designer that deeply understands user experience workflows and cares deeply about every pixel created    Able to think iteratively on design to stage in new features or modules    You love iPhones! "
Product Designer,"Score Media Ventures, Inc",https://ca.indeed.com/rc/clk?jk=75125b38d69c76d5&fccid=756792e6074f86f0&vjs=3," Work closely with product owners, developers and other product designers.    Take broad, conceptual ideas and turn them into something valuable for our users.    Work with low fidelity designs & wireframes to produce flows that get the experience right.    Create interaction prototypes to test out complex ideas and produce high fidelity designs.    Focus on the user and solving problems from their POV.    Other duties as required.    Bachelor’s degree, or equivalent knowledge and/or experience.    3+ years of experience in UI design on web and iOS/Android.    Experience with industry standard design tools (Ex. Sketch, Illustrator, Photoshop).    A portfolio that highlights examples of the design process from research and ideation to evaluation.    Excellent problem solver and familiarity with technical constraints of various mediums (mobile/desktop web, iOS, Android).    Experience producing multiple visual directions and concepts.    UX research and user testing experience    Nice to have : Front-end development (HTML, CSS, JavaScript)    Competitive salary with Employee Share Purchase Plan.    Comprehensive Benefits package.    Fun, relaxed work environment.    Education and conference reimbursements.    Located downtown Toronto; easily accessible by public transit.    A/V club, Friday presentations, book library, and more.    Snacks and drinks provided.    Awesome patio with BBQ.    Games room (bring your A game for our FIFA 19, ping pong and foosball tournaments!)"
Sr. UX Content Designer,McAfee,https://ca.indeed.com/rc/clk?jk=1ac0020ad25eb263&fccid=800f11c47014effe&vjs=3," Collaborate with designers, developers, product managers, and program managers to build remarkable digital experiences    Plan, write, and test interface content that ensures our customers know what to do and how to do it    Work with other Content Designers to review each other’s work and produce a consistent McAfee voice    Communicate with project teammates and subject matter experts to gather info and explain what decisions and testing informed your content    Use tools like Figma and Validately (we can show you the ropes)    Juggle multiple projects and priorities    Be an ambassador for content within McAfee, and demonstrate that clear, consistent language is key to a great customer experience    You're empathetic and have a collaborative mindset    You have a strong portfolio of your writing, preferably including UI and/or web content    You're skilled at maintaining content standards while adapting to different audiences and personas, and this shows in your writing portfolio    You understand user-centered design and the role of content within the design process    You’re influential and can explain your content decisions, while still remaining open to feedback    You have educational and/or professional experience in English, Professional Writing, Technical or Marketing Communications, or any related field that helped you develop your excellent writing skills    You have proven professional experience in UI or web writing, copywriting, and/or user experience design    You're flexible and will occasionally work hours that accommodate team members in other times zones    Pension / Retirement Programs    Medical, Dental and Vision Coverage Programs    Paid Time Off    Support for Community Involvement"
